transaction_id,customer_id,product_id,price,product_name_trans,category_trans,purchase_location,city,transaction_date,quantity,payment_method,discount,payment_status,customer_name_masked,email_masked,phone_masked,product_name_prod,category_prod,product_name_standardized,revenue,cost_ratio,total_cost,profit,profit_margin_pct,transaction_year,transaction_month,transaction_week,day_of_week,discount_rate
93,403,102,70000.0,Phone,Electronics,offline,Bangalore,2025-12-16,5,Upi,0.15,Successful,3f0d33987a9d8222,62ff00b62398eedc,a084e003a7924c3a,Phone,Electronics,Phone,349999.85,0.8,280000.0,69999.84999999998,19.999965714271013,2025,12,51,Tuesday,4.2857142857142857e-07
94,50,104,8000.0,Shoes,Clothing,online,Mumbai,2025-02-11,4,Cash,0.25,Successful,2ec1e7bc86676bbb,f426b1b77d8ee1ea,dfb8159444859ef2,Shoes,Clothing,Shoes,31999.75,0.5,16000.0,15999.75,49.99960937194822,2025,2,7,Tuesday,7.8125e-06
95,478,107,50000.0,Dining Table,Furniture,online,Mumbai,2025-07-18,1,Cash,0.4,Successful,bc1c9656caa8fc66,2da0941b635cfdfe,63a1cfe0208404b2,Dining Table,Furniture,Dining Table,49999.6,0.6,30000.0,19999.6,39.99951999615997,2025,7,29,Friday,8e-06
96,153,110,45000.0,Microwave,Home Appliances,offline,Hyderabad,2025-12-27,1,Card,0.15,Successful,8fd8aea3fddf97ad,dc582723a631e838,2a996fe78714f0e9,Microwave,Home Appliances,Microwave,44999.85,0.7,31499.999999999996,13499.850000000002,29.999766665888895,2025,12,52,Saturday,3.3333333333333333e-06
98,372,105,45000.0,Tv,Electronics,offline,Mumbai,2025-10-31,5,Upi,0.15,Successful,0d19aa0e2d4fd167,96a2ef5e6736d321,8b324ad61e9b3926,TV,Electronics,TV,224999.85,0.8,180000.0,44999.850000000006,19.999946666631114,2025,10,44,Friday,6.666666666666666e-07
99,753,102,70000.0,Phone,Electronics,online,Delhi,2025-10-07,3,Card,0.15,Successful,9baf2a03fac8161a,99f1d768501a94b9,89d1e1875237baeb,Phone,Electronics,Phone,209999.85,0.8,168000.0,41999.850000000006,19.99994285710204,2025,10,41,Tuesday,7.142857142857142e-07
100,864,109,65000.0,Refrigerator,Home Appliances,online,Chennai,2025-04-20,1,Upi,0.15,Successful,56ec1a8536f3780a,137fa35a77842f86,d7602d0d62406ae5,Refrigerator,Home Appliances,Refrigerator,64999.85,0.7,45500.0,19499.85,29.99983846116568,2025,4,16,Sunday,2.3076923076923077e-06
101,645,102,70000.0,Phone,Electronics,online,Mumbai,2026-02-19,1,Card,0.25,Successful,eadea2dd299df291,7c4ec305719ac252,d0bac66bd73c4bb3,Phone,Electronics,Phone,69999.75,0.8,56000.0,13999.75,19.999714284693873,2026,2,8,Thursday,3.5714285714285714e-06
102,1000,103,1300.0,Shirt,Clothing,online,Bangalore,2025-05-30,3,Netbanking,0.15,Successful,045ad15f422f6f88,dad05bf92c9425c9,787a3dad4516820d,Shirt,Clothing,Shirt,3899.85,0.5,1950.0,1949.85,49.99807684910958,2025,5,22,Friday,3.846153846153846e-05
103,909,105,45000.0,Tv,Electronics,online,Chennai,2025-09-05,3,Cash,0.35,Successful,2be502f6425a0520,2b03a7ae47cf6c35,5287e7aa196987fc,TV,Electronics,TV,134999.65,0.8,108000.0,26999.649999999994,19.999792592054867,2025,9,36,Friday,2.5925925925925925e-06
104,788,107,50000.0,Dining Table,Furniture,offline,Bangalore,2025-06-30,2,Upi,0.15,Successful,502196924e8ca978,ebeab0d9eaa845d1,2232a04ff3d2cd72,Dining Table,Furniture,Dining Table,99999.85,0.6,60000.0,39999.850000000006,39.999909999865004,2025,6,27,Monday,1.5e-06
105,713,107,50000.0,Dining Table,Furniture,online,Hyderabad,2026-02-26,1,Netbanking,0.05,Successful,a89d2a9c21ac353c,266b098888287480,d825baac2af81a03,Dining Table,Furniture,Dining Table,49999.95,0.6,30000.0,19999.949999999997,39.99993999994,2026,2,9,Thursday,1e-06
106,54,105,45000.0,Tv,Electronics,offline,Hyderabad,2026-02-27,2,Card,0.05,Successful,97db10e2fd05f257,0195aa9ec72b4260,241b4d6689beccca,TV,Electronics,TV,89999.95,0.8,72000.0,17999.949999999997,19.999955555530864,2026,2,9,Friday,5.555555555555556e-07
107,89,106,80000.0,Sofa,Furniture,offline,Hyderabad,2025-03-09,4,Upi,0.35,Successful,14dcc1eabe7fb8cb,eb5213a793c60c90,a28808167f15f459,Sofa,Furniture,Sofa,319999.65,0.6,192000.0,127999.65000000002,39.99993437492822,2025,3,10,Sunday,1.09375e-06
108,724,103,1300.0,Shirt,Clothing,offline,Chennai,2025-06-22,4,Card,0.35,Successful,a874416ebed68d2b,37b84ef8069d43e1,14f0ba731cde90c3,Shirt,Clothing,Shirt,5199.65,0.5,2600.0,2599.6499999999996,49.996634388853096,2025,6,25,Sunday,6.73076923076923e-05
109,128,104,8000.0,Shoes,Clothing,online,Bangalore,2026-02-03,3,Card,0.2,Successful,7e366c92188f79f4,d5b6ef915c2c4ada,d08a896f40715db3,Shoes,Clothing,Shoes,23999.8,0.5,12000.0,11999.8,49.99958332986108,2026,2,6,Tuesday,8.333333333333334e-06
110,264,107,50000.0,Dining Table,Furniture,offline,Bangalore,2025-08-25,2,Cash,0.2,Successful,fd33f573249c4bd1,44d1f4418eff0218,b97d3095e0f4135a,Dining Table,Furniture,Dining Table,99999.8,0.6,60000.0,39999.8,39.999879999760005,2025,8,35,Monday,2e-06
111,637,106,80000.0,Sofa,Furniture,online,Bangalore,2026-02-18,5,Cash,0.1,Successful,6ff3c1db6656dd69,d614ed821408ae7e,f89ab1b79f5355e8,Sofa,Furniture,Sofa,399999.9,0.6,240000.0,159999.90000000002,39.99998499999625,2026,2,8,Wednesday,2.5e-07
112,381,102,70000.0,Phone,Electronics,offline,Hyderabad,2025-09-14,1,Cash,0.15,Successful,747bf1cdd6d1629a,781827837be339b7,c00ea02746cdff82,Phone,Electronics,Phone,69999.85,0.8,56000.0,13999.850000000006,19.999828571061233,2025,9,37,Sunday,2.1428571428571427e-06
113,286,108,15000.0,Mixer Grinder,Home Appliances,online,Hyderabad,2026-01-12,4,Netbanking,0.4,Successful,69581b4ef215887e,298bd00cb8d351df,7f849e112a1ab7b3,Mixer Grinder,Home Appliances,Mixer Grinder,59999.6,0.7,42000.0,17999.6,29.9995333302222,2026,1,3,Monday,6.666666666666667e-06
114,484,101,250000.0,Laptop,Electronics,online,Bangalore,2025-04-07,3,Netbanking,0.25,Successful,27244448ecb8b908,296cd3202d20827d,48fd395c8e2c1bf6,Laptop,Electronics,Laptop,749999.75,0.8,600000.0,149999.75,19.999973333324444,2025,4,15,Monday,3.3333333333333335e-07
115,270,107,50000.0,Dining Table,Furniture,online,Chennai,2025-12-16,1,Card,0.1,Successful,02e8541f24a26f77,9e1d7dfb094c5322,645aa3fc0a6a3cce,Dining Table,Furniture,Dining Table,49999.9,0.6,30000.0,19999.9,39.999879999760005,2025,12,51,Tuesday,2e-06
116,756,103,1300.0,Shirt,Clothing,online,Bangalore,2025-11-22,4,Netbanking,0.2,Successful,01eb7acb68a3ccf2,6888d39b2c91a8d0,44512e9241ee6d97,Shirt,Clothing,Shirt,5199.8,0.5,2600.0,2599.8,49.99807684910959,2025,11,47,Saturday,3.846153846153846e-05
117,937,107,50000.0,Dining Table,Furniture,online,Mumbai,2025-07-28,4,Netbanking,0.35,Successful,f1450dbb8eb80b90,fa66bc39c5d7f162,ce33dd6106555865,Dining Table,Furniture,Dining Table,199999.65,0.6,120000.0,79999.65,39.99989499981625,2025,7,31,Monday,1.75e-06
118,206,105,45000.0,Tv,Electronics,online,Chennai,2025-04-18,1,Upi,0.4,Successful,29239fd0b6db457e,a4fc7548a4ad5384,72f4d5b8b1161095,TV,Electronics,TV,44999.6,0.8,36000.0,8999.599999999999,19.999288882567843,2025,4,16,Friday,8.88888888888889e-06
119,822,101,250000.0,Laptop,Electronics,online,Hyderabad,2026-02-24,2,Netbanking,0.25,Successful,5ed2feef0c524462,677176272a18625c,bd664d2698e3a25a,Laptop,Electronics,Laptop,499999.75,0.8,400000.0,99999.75,19.99995999998,2026,2,9,Tuesday,5e-07
120,618,110,45000.0,Microwave,Home Appliances,offline,Chennai,2025-09-23,5,Card,0.25,Successful,3f9aeee37b493f8e,6b3fb3e18df0294c,cd11bb9b9d071f9d,Microwave,Home Appliances,Microwave,224999.75,0.7,157500.0,67499.75,29.9999222221358,2025,9,39,Tuesday,1.111111111111111e-06
121,175,109,65000.0,Refrigerator,Home Appliances,offline,Hyderabad,2025-05-30,1,Card,0.25,Successful,2a4eec2732e73cb5,8f165c184b73299f,f0037d5d7d361552,Refrigerator,Home Appliances,Refrigerator,64999.75,0.7,45500.0,19499.75,29.99973076819526,2025,5,22,Friday,3.846153846153846e-06
122,549,102,70000.0,Phone,Electronics,online,Bangalore,2025-05-17,4,Cash,0.15,Successful,f8e79e6a6eca84a7,95d9703752e85fff,99df63415935f8c5,Phone,Electronics,Phone,279999.85,0.8,224000.0,55999.84999999998,19.999957142834177,2025,5,20,Saturday,5.357142857142857e-07
123,387,110,45000.0,Microwave,Home Appliances,offline,Mumbai,2025-06-30,5,Upi,0.3,Successful,267e496029f9cffd,402535a0caa7a43e,191e1ca102e40257,Microwave,Home Appliances,Microwave,224999.7,0.7,157500.0,67499.70000000001,29.999906666542227,2025,6,27,Monday,1.3333333333333332e-06
124,592,104,8000.0,Shoes,Clothing,offline,Delhi,2026-03-04,3,Card,0.35,Successful,a7e54a0ab0b88006,0c11529852af18e3,f2dfbc046332200e,Shoes,Clothing,Shoes,23999.65,0.5,12000.0,11999.650000000001,49.9992708226995,2026,3,10,Wednesday,1.4583333333333333e-05
125,580,107,50000.0,Dining Table,Furniture,offline,Chennai,2025-10-13,2,Card,0.25,Successful,f79382588ec4e146,ca11975e4ca55c18,b49093f6230c80a0,Dining Table,Furniture,Dining Table,99999.75,0.6,60000.0,39999.75,39.999849999625,2025,10,42,Monday,2.5e-06
126,17,101,250000.0,Laptop,Electronics,online,Bangalore,2026-02-25,1,Card,0.15,Successful,20c76c37c889aa63,6970801865d00f53,8a6d866ff5b65bd9,Laptop,Electronics,Laptop,249999.85,0.8,200000.0,49999.850000000006,19.999951999971202,2026,2,9,Wednesday,6e-07
127,115,101,250000.0,Laptop,Electronics,online,Chennai,2026-03-24,1,Upi,0.4,Successful,5bf333b26290ad0f,10f802da8c8fa4cc,9ba35086d9297208,Laptop,Electronics,Laptop,249999.6,0.8,200000.0,49999.600000000006,19.9998719997952,2026,3,13,Tuesday,1.6000000000000001e-06
128,710,101,250000.0,Laptop,Electronics,offline,Mumbai,2025-07-22,3,Cash,0.3,Successful,ff9f80101a715fa4,c2d1625fd2b8a6b3,889419754cd58f8e,Laptop,Electronics,Laptop,749999.7,0.8,600000.0,149999.69999999995,19.999967999987195,2025,7,30,Tuesday,4e-07
129,150,104,8000.0,Shoes,Clothing,offline,Mumbai,2026-01-17,5,Cash,0.4,Successful,e2446ef7c669c7e7,0831168a1e7445a8,096c094eb193cd0f,Shoes,Clothing,Shoes,39999.6,0.5,20000.0,19999.6,49.999499994999944,2026,1,3,Saturday,1e-05
130,149,103,1300.0,Shirt,Clothing,online,Chennai,2025-11-23,1,Card,0.15,Successful,54cbc22b52d83f4b,74b8e2564897c954,ea1d6120b38c16bc,Shirt,Clothing,Shirt,1299.85,0.5,650.0,649.8499999999999,49.99423010347348,2025,11,47,Sunday,0.00011538461538461538
131,274,107,50000.0,Dining Table,Furniture,online,Bangalore,2026-01-06,1,Upi,0.15,Successful,71e65e47733c10ec,368355a74648ef7d,6b31ec06431aba0a,Dining Table,Furniture,Dining Table,49999.85,0.6,30000.0,19999.85,39.999819999459994,2026,1,2,Tuesday,3e-06
132,173,109,65000.0,Refrigerator,Home Appliances,online,Delhi,2025-06-07,2,Upi,0.4,Successful,f824a6f9dd0d1d40,5c13771a40b5ca24,41560f1c1933f06b,Refrigerator,Home Appliances,Refrigerator,129999.6,0.7,91000.0,38999.600000000006,29.999784614721897,2025,6,23,Saturday,3.076923076923077e-06
134,702,108,15000.0,Mixer Grinder,Home Appliances,online,Delhi,2025-09-30,1,Upi,0.05,Successful,cf0f1eb637b8bbce,6feca7530e0ef522,d044c53d17ac4f82,Mixer Grinder,Home Appliances,Mixer Grinder,14999.95,0.7,10500.0,4499.950000000001,29.999766665888888,2025,9,40,Tuesday,3.3333333333333333e-06
135,362,101,250000.0,Laptop,Electronics,offline,Bangalore,2025-11-25,5,Cash,0.2,Successful,1af478d4812777d5,803f4b9aaa1e34a2,692fbab9fcafa5e1,Laptop,Electronics,Laptop,1249999.8,0.8,1000000.0,249999.80000000005,19.999987199997953,2025,11,48,Tuesday,1.6e-07
136,863,101,250000.0,Laptop,Electronics,online,Bangalore,2025-05-24,1,Card,0.15,Successful,5507c423b5ed09f0,8572c676415a60f1,cde998bce5f4b4d4,Laptop,Electronics,Laptop,249999.85,0.8,200000.0,49999.850000000006,19.999951999971202,2025,5,21,Saturday,6e-07
137,38,103,1300.0,Shirt,Clothing,online,Bangalore,2026-02-08,4,Card,0.05,Successful,930c44b8626cddcb,af2a0a17e7c40dbb,2021d1c45ae18862,Shirt,Clothing,Shirt,5199.95,0.5,2600.0,2599.95,49.999519226146404,2026,2,6,Sunday,9.615384615384616e-06
138,432,103,1300.0,Shirt,Clothing,offline,Mumbai,2026-02-22,4,Netbanking,0.4,Successful,92bb82760540a42b,f44822cf75ff7525,ed6163ea9fca79f0,Shirt,Clothing,Shirt,5199.6,0.5,2600.0,2599.6000000000004,49.99615355027311,2026,2,8,Sunday,7.692307692307693e-05
139,907,109,65000.0,Refrigerator,Home Appliances,online,Hyderabad,2026-02-17,4,Netbanking,0.05,Successful,fc30ba59e5d263ee,4350178c916c715f,a627dddc75e7f84b,Refrigerator,Home Appliances,Refrigerator,259999.95,0.7,182000.0,77999.95000000001,29.999986538458952,2026,2,8,Tuesday,1.9230769230769231e-07
140,400,101,250000.0,Laptop,Electronics,online,Chennai,2025-06-09,4,Netbanking,0.1,Successful,744b52bcd81685ef,0ea00a1ec9fcaa1d,3487d4d885619a33,Laptop,Electronics,Laptop,999999.9,0.8,800000.0,199999.90000000002,19.999991999999203,2025,6,24,Monday,1.0000000000000001e-07
141,180,103,1300.0,Shirt,Clothing,online,Bangalore,2025-11-07,4,Card,0.1,Successful,db8ed820eda7817f,cf116fc0b5c30d6a,70585b96fbc80f10,Shirt,Clothing,Shirt,5199.9,0.5,2600.0,2599.8999999999996,49.99903844304698,2025,11,45,Friday,1.923076923076923e-05
142,137,107,50000.0,Dining Table,Furniture,online,Mumbai,2025-09-26,1,Cash,0.15,Successful,715c9260b875b200,a27ef354e35f96c1,1636a8967e8f1ad1,Dining Table,Furniture,Dining Table,49999.85,0.6,30000.0,19999.85,39.999819999459994,2025,9,39,Friday,3e-06
143,313,107,50000.0,Dining Table,Furniture,offline,Delhi,2026-12-04,3,Upi,0.35,Successful,5c7b73bbc6df3086,ae42e724f6483756,f17b13f20c7590f0,Dining Table,Furniture,Dining Table,149999.65,0.6,90000.0,59999.649999999994,39.99985999967333,2026,12,49,Friday,2.333333333333333e-06
144,718,103,1300.0,Shirt,Clothing,online,Delhi,2026-03-21,2,Card,0.1,Successful,e497029f21e40b4b,74b363965762ab90,d2fbf02642e2b722,Shirt,Clothing,Shirt,2599.9,0.5,1300.0,1299.9,49.99807684910959,2026,3,12,Saturday,3.846153846153846e-05
145,975,109,65000.0,Refrigerator,Home Appliances,offline,Hyderabad,2026-01-12,3,Card,0.1,Successful,6260f23f6273240f,417bf476264a73ca,cc6e346225119690,Refrigerator,Home Appliances,Refrigerator,194999.9,0.7,136500.0,58499.899999999994,29.99996410254569,2026,1,3,Monday,5.128205128205128e-07
146,311,103,1300.0,Shirt,Clothing,offline,Bangalore,2025-10-29,2,Netbanking,0.1,Successful,7922b8447a60f1e0,7bb1da0c3e3dc6d4,d5447718a69ea1a8,Shirt,Clothing,Shirt,2599.9,0.5,1300.0,1299.9,49.99807684910959,2025,10,44,Wednesday,3.846153846153846e-05
147,111,107,50000.0,Dining Table,Furniture,online,Hyderabad,2025-09-08,4,Card,0.35,Successful,e70088af37ec68b3,9ef8b1dab9c5a8fa,cb128aa96f23c21f,Dining Table,Furniture,Dining Table,199999.65,0.6,120000.0,79999.65,39.99989499981625,2025,9,37,Monday,1.75e-06
148,139,104,8000.0,Shoes,Clothing,offline,Mumbai,2025-07-09,3,Netbanking,0.25,Successful,c95a5a39d8bc6a93,47af8ea5ca6e4520,2e52d45cfdf5b9ff,Shoes,Clothing,Shoes,23999.75,0.5,12000.0,11999.75,49.99947916124126,2025,7,28,Wednesday,1.0416666666666666e-05
149,644,102,70000.0,Phone,Electronics,offline,Delhi,2026-04-04,4,Card,0.2,Successful,ecd24ceb19934a18,c0c895a7901a815a,da93bd4e01589ef9,Phone,Electronics,Phone,279999.8,0.8,224000.0,55999.79999999999,19.999942857102038,2026,4,14,Saturday,7.142857142857143e-07
150,917,105,45000.0,Tv,Electronics,online,Hyderabad,2025-04-11,2,Cash,0.4,Successful,798db58103298d69,b76df49e390b5004,19612cfcd42677b5,TV,Electronics,TV,89999.6,0.8,72000.0,17999.600000000006,19.999644442864195,2025,4,15,Friday,4.444444444444445e-06
151,294,101,250000.0,Laptop,Electronics,online,Hyderabad,2026-04-01,1,Netbanking,0.4,Successful,adc92e0fb65ed984,233d92882cd545a2,dd761d42557e06d3,Laptop,Electronics,Laptop,249999.6,0.8,200000.0,49999.600000000006,19.9998719997952,2026,4,14,Wednesday,1.6000000000000001e-06
152,171,105,45000.0,Tv,Electronics,online,Hyderabad,2025-06-26,1,Netbanking,0.3,Successful,013db868fe5c483e,66f8083ab4788086,0516dfffe53c63ee,TV,Electronics,TV,44999.7,0.8,36000.0,8999.699999999997,19.999466663111082,2025,6,26,Thursday,6.666666666666667e-06
153,1,108,15000.0,Mixer Grinder,Home Appliances,offline,Hyderabad,2026-04-10,3,Netbanking,0.15,Successful,46a8f5a1f3fda3da,44c0f2c065ca9710,c9e11709fe4d10df,Mixer Grinder,Home Appliances,Mixer Grinder,44999.85,0.7,31499.999999999996,13499.850000000002,29.999766665888895,2026,4,15,Friday,3.3333333333333333e-06
154,835,102,70000.0,Phone,Electronics,online,Delhi,2026-01-31,4,Upi,0.3,Successful,c279c3db69ab7e55,1d417bcbc101d0bd,1e6257320959963d,Phone,Electronics,Phone,279999.7,0.8,224000.0,55999.70000000001,19.999914285622452,2026,1,5,Saturday,1.0714285714285714e-06
155,363,105,45000.0,Tv,Electronics,online,Delhi,2025-06-07,3,Card,0.1,Successful,ced0bb5a52839700,76ebb88b26acca65,c844b21270ce0d9d,TV,Electronics,TV,134999.9,0.8,108000.0,26999.899999999994,19.999940740696843,2025,6,23,Saturday,7.407407407407408e-07
156,334,109,65000.0,Refrigerator,Home Appliances,online,Chennai,2025-05-11,5,Card,0.3,Successful,0d5c67f3b92587f0,dc450b900547aa2a,4739a1b24b06e5b5,Refrigerator,Home Appliances,Refrigerator,324999.7,0.7,227500.0,97499.70000000001,29.99993538455574,2025,5,19,Sunday,9.23076923076923e-07
157,39,102,70000.0,Phone,Electronics,online,Hyderabad,2026-01-03,1,Upi,0.25,Successful,1f5d846f4b872265,67eb18a0336ae921,c8356d9ac1f27f83,Phone,Electronics,Phone,69999.75,0.8,56000.0,13999.75,19.999714284693873,2026,1,1,Saturday,3.5714285714285714e-06
158,892,110,45000.0,Microwave,Home Appliances,offline,Mumbai,2026-02-17,4,Card,0.15,Successful,75f625a2de0d4fc3,97887ba656b0d661,5c56d78eb287ed05,Microwave,Home Appliances,Microwave,179999.85,0.7,125999.99999999999,53999.85000000002,29.999941666618067,2026,2,8,Tuesday,8.333333333333333e-07
159,570,103,1300.0,Shirt,Clothing,offline,Chennai,2025-05-08,1,Cash,0.2,Successful,0d7ce5d8dc70dbea,c228f8b0a22cd75b,c1ff7c406c743863,Shirt,Clothing,Shirt,1299.8,0.5,650.0,649.8,49.992306508693645,2025,5,19,Thursday,0.00015384615384615385
160,152,109,65000.0,Refrigerator,Home Appliances,online,Chennai,2025-06-06,3,Cash,0.15,Successful,463063cac6fb1730,24f8e962f96c12de,e967fedd6f8df0ee,Refrigerator,Home Appliances,Refrigerator,194999.85,0.7,136500.0,58499.850000000006,29.999946153804736,2025,6,23,Friday,7.692307692307693e-07
161,944,104,8000.0,Shoes,Clothing,offline,Delhi,2025-08-29,3,Cash,0.1,Successful,82a4504b1ba2d139,4d2c19bc667305c3,eede97fec9ff92f9,Shoes,Clothing,Shoes,23999.9,0.5,12000.0,11999.900000000001,49.99979166579861,2025,8,35,Friday,4.166666666666667e-06
162,197,103,1300.0,Shirt,Clothing,online,Mumbai,2025-11-15,5,Netbanking,0.25,Successful,e3bf17093493c320,80c8fd80830f423e,0d1a3277a9c4e5b3,Shirt,Clothing,Shirt,6499.75,0.5,3250.0,3249.75,49.99807684910958,2025,11,46,Saturday,3.846153846153846e-05
163,256,104,8000.0,Shoes,Clothing,offline,Chennai,2025-10-08,2,Netbanking,0.15,Successful,ba6279c5d461c04f,4624b59729cfd34c,de8ce019b5ebd822,Shoes,Clothing,Shoes,15999.85,0.5,8000.0,7999.85,49.999531245605425,2025,10,41,Wednesday,9.375e-06
164,993,109,65000.0,Refrigerator,Home Appliances,online,Bangalore,2025-04-21,2,Card,0.2,Successful,5869b62964101b56,4c94147cb651e278,e31fa6fe7513cf6e,Refrigerator,Home Appliances,Refrigerator,129999.8,0.7,91000.0,38999.8,29.999892307526626,2025,4,17,Monday,1.5384615384615385e-06
165,525,106,80000.0,Sofa,Furniture,offline,Bangalore,2025-08-09,1,Cash,0.05,Successful,99ac99862f3c2f2f,2cdfbc1c2d85db71,c43d7e6b1166bb10,Sofa,Furniture,Sofa,79999.95,0.6,48000.0,31999.949999999997,39.99996249997656,2025,8,32,Saturday,6.25e-07
166,976,101,250000.0,Laptop,Electronics,offline,Chennai,2025-11-13,5,Upi,0.25,Successful,68f6ac243d47db57,9bde5d918d0a31de,1ae30dab700b4133,Laptop,Electronics,Laptop,1249999.75,0.8,1000000.0,249999.75,19.9999839999968,2025,11,46,Thursday,2e-07
167,820,103,1300.0,Shirt,Clothing,online,Delhi,2026-03-09,3,Card,0.2,Successful,a883b85a5b447ee2,9d1764ee2d929b9a,a3d57a4d5444b659,Shirt,Clothing,Shirt,3899.8,0.5,1950.0,1949.8000000000002,49.997435765936714,2026,3,11,Monday,5.1282051282051286e-05
168,92,101,250000.0,Laptop,Electronics,offline,Chennai,2025-06-03,5,Card,0.25,Successful,1552405f2f1ca28e,e26e3b6c9003a75c,bac6eecbcae129d2,Laptop,Electronics,Laptop,1249999.75,0.8,1000000.0,249999.75,19.9999839999968,2025,6,23,Tuesday,2e-07
169,721,102,70000.0,Phone,Electronics,online,Mumbai,2025-10-31,5,Cash,0.35,Successful,5cace2321eb20e84,abc44b1d4c6e1e06,909182ab4aed3fb4,Phone,Electronics,Phone,349999.65,0.8,280000.0,69999.65000000002,19.999919999920003,2025,10,44,Friday,1e-06
170,893,110,45000.0,Microwave,Home Appliances,online,Delhi,2025-04-29,4,Upi,0.2,Successful,dd2dd1c8d1dabd6f,e50130f588585971,cc845a44ffeba9ae,Microwave,Home Appliances,Microwave,179999.8,0.7,125999.99999999999,53999.8,29.999922222135805,2025,4,18,Tuesday,1.1111111111111112e-06
171,871,102,70000.0,Phone,Electronics,online,Chennai,2026-01-20,3,Upi,0.2,Successful,520bea58ad51a2f1,4d2b16ee10811cdc,b87ea977cbaa431d,Phone,Electronics,Phone,209999.8,0.8,168000.0,41999.79999999999,19.999923809451243,2026,1,4,Tuesday,9.523809523809525e-07
172,5,103,1300.0,Shirt,Clothing,online,Hyderabad,2025-04-16,5,Cash,0.3,Successful,72e5225153778988,d4cae87bb96018a0,04289f96d08ec4d4,Shirt,Clothing,Shirt,6499.7,0.5,3250.0,3249.7,49.99769220117851,2025,4,16,Wednesday,4.615384615384615e-05
173,368,107,50000.0,Dining Table,Furniture,offline,Mumbai,2026-02-20,4,Card,0.3,Successful,218f874d1631e70b,30518c9f15c9975c,1d91ca4b827e8a2c,Dining Table,Furniture,Dining Table,199999.7,0.6,120000.0,79999.70000000001,39.999909999865004,2026,2,8,Friday,1.5e-06
174,97,105,45000.0,Tv,Electronics,online,Bangalore,2025-10-09,2,Netbanking,0.4,Successful,8565ae806a52d0ad,d16a7c17b8ee507c,d44a63eb983c0201,TV,Electronics,TV,89999.6,0.8,72000.0,17999.600000000006,19.999644442864195,2025,10,41,Thursday,4.444444444444445e-06
175,22,110,45000.0,Microwave,Home Appliances,online,Chennai,2025-09-13,5,Cash,0.05,Successful,4469a3059d72a6eb,6184f1a38769b058,eab75cb3f3b3381a,Microwave,Home Appliances,Microwave,224999.95,0.7,157500.0,67499.95000000001,29.99998444444099,2025,9,37,Saturday,2.2222222222222224e-07
176,260,107,50000.0,Dining Table,Furniture,offline,Chennai,2025-09-20,5,Cash,0.4,Successful,014c8157d73ff60c,e8090aa740be07c7,53968ef4a7b8d6e1,Dining Table,Furniture,Dining Table,249999.6,0.6,150000.0,99999.6,39.9999039998464,2025,9,38,Saturday,1.6000000000000001e-06
177,164,107,50000.0,Dining Table,Furniture,online,Chennai,2025-09-04,4,Card,0.05,Successful,428d9e50057e70f0,ed032c3ffcd0efd4,af69fb935cecf471,Dining Table,Furniture,Dining Table,199999.95,0.6,120000.0,79999.95000000001,39.99998499999625,2025,9,36,Thursday,2.5e-07
178,288,102,70000.0,Phone,Electronics,online,Hyderabad,2025-08-07,4,Netbanking,0.35,Successful,1ccf0babe5167805,c3d456607a81ac58,2bb8bf6399736ce0,Phone,Electronics,Phone,279999.65,0.8,224000.0,55999.65000000002,19.999899999875005,2025,8,32,Thursday,1.2499999999999999e-06
